评论ID,用户ID,评论内容,时间,日期,平台,点赞数,评论数,转发数
comment_000055,user_00239,加薪了中规中矩，可有可无。,2025-11-07 04:52:30,2025-11-07,快手,8,4,1
comment_004000,user_00589,美团的服务很赞，很满意。,2025-11-07 05:37:51,2025-11-07,小红书,263,39,76
comment_001170,user_00966,这个这个提议很失望，很糟糕。,2025-11-07 08:20:33,2025-11-07,西瓜视频,1,0,0
comment_003612,user_00195,这个这个方案普通，没什么感觉。,2025-11-07 09:27:34,2025-11-07,今日头条,345,25,27
comment_004087,user_00343,这位企业家太很喜欢了，支持！,2025-11-07 11:44:32,2025-11-07,小咖秀,258,63,52
comment_005464,user_00582,这个界面寻常，可用但不常用。,2025-11-07 11:58:13,2025-11-07,火山小视频,68,7,19
comment_000980,user_00849,这个游戏一般，玩了但没上瘾。,2025-11-07 13:14:54,2025-11-07,优酷,128,19,9
comment_001977,user_00605,这个价格很开心，解决了我的问题。,2025-11-07 14:04:38,2025-11-07,火山小视频,578,173,0
comment_000081,user_00261,这个重量一般化，可用但不常用。,2025-11-07 18:56:13,2025-11-07,快手,280,63,14
comment_003909,user_00973,这个餐厅很满意，下次还要来。,2025-11-07 19:37:56,2025-11-07,爱奇艺,694,317,73
comment_004742,user_00143,客服服务平平，基本满足需求。,2025-11-07 19:41:31,2025-11-07,小红书,420,18,36
comment_001504,user_00276,这个网页游戏很开心，玩得很尽兴。,2025-11-07 20:34:09,2025-11-07,腾讯视频,907,250,266
comment_003202,user_00432,毕业礼物很精彩，收到很开心。,2025-11-07 20:49:20,2025-11-07,优酷,172,23,31
comment_003826,user_00291,这个机构很优秀，表现出色！,2025-11-07 21:00:21,2025-11-07,小红书,660,30,164
comment_005866,user_00590,这本参考书中规中矩，可读可不读。,2025-11-07 23:21:24,2025-11-07,映客,208,48,6
comment_001583,user_00568,今天的烧烤没什么特别，没什么亮点。,2025-11-08 00:34:39,2025-11-08,腾讯视频,484,207,81
comment_001678,user_00649,这个工具很差，体验很差。,2025-11-08 02:18:16,2025-11-08,小红书,35,10,0
comment_002095,user_00925,今天天气很糟糕，影响了计划。,2025-11-08 02:47:45,2025-11-08,西瓜视频,0,0,0
comment_002771,user_00501,拿到了奖金中规中矩，可有可无。,2025-11-08 06:05:21,2025-11-08,微信,80,1,19
comment_001800,user_00222,这个这个方案一般般，没什么感觉。,2025-11-08 06:08:23,2025-11-08,美拍,335,42,2
comment_003381,user_00335,物流服务很开心，五星好评！,2025-11-08 07:16:40,2025-11-08,B站,558,82,160
comment_000060,user_00199,充值服务很烦人，一星差评！,2025-11-08 07:38:37,2025-11-08,爱奇艺,40,7,10
comment_003478,user_00406,今天做了运动，很烦人，很失望。,2025-11-08 07:55:18,2025-11-08,微博,3,1,0
comment_004349,user_00374,这个客服组很糟心，表现很差！,2025-11-08 09:53:16,2025-11-08,小咖秀,94,1,9
comment_000586,user_00816,这部战争片很优秀，看得很开心。,2025-11-08 14:19:15,2025-11-08,火山小视频,680,302,98
comment_005573,user_00285,售后服很棒，五星好评！,2025-11-08 14:22:06,2025-11-08,快手,271,124,2
comment_003315,user_00565,这个颁奖典礼很烦人，听了一遍就不想再听。,2025-11-08 16:03:44,2025-11-08,小咖秀,29,14,2
comment_004241,user_00551,这个代表团很精彩，表现出色！,2025-11-08 18:49:55,2025-11-08,小红书,533,248,135
comment_000827,user_00923,退休礼物很满意，收到很开心。,2025-11-08 19:19:18,2025-11-08,优酷,220,27,64
comment_002678,user_00413,星巴克的服务很给力，很满意。,2025-11-08 20:06:41,2025-11-08,快手,42,15,8
comment_005257,user_00425,这个价格很棒，解决了我的问题。,2025-11-08 20:10:58,2025-11-08,百度贴吧,936,179,285
comment_004021,user_00913,新的扫地机器人太差劲了，性价比很低。,2025-11-08 21:58:18,2025-11-08,西瓜视频,31,6,8
comment_001182,user_00233,今天去了公园，很不爽，很失望。,2025-11-08 23:17:54,2025-11-08,知乎,7,3,0
comment_002194,user_00192,今天看了展览，很精彩。,2025-11-08 23:19:59,2025-11-08,快手,601,48,142
comment_005779,user_00934,这部恐怖片很失望，看得很无聊。,2025-11-09 01:01:40,2025-11-09,微博,29,5,8
comment_003491,user_00551,今天天气很满意，适合去了健身房。,2025-11-09 01:23:17,2025-11-09,微博,803,62,238
comment_000481,user_00662,这位设计师太很烦人了，很失望。,2025-11-09 01:39:20,2025-11-09,豆瓣,39,18,13
comment_004834,user_00273,终于完成了项目了，很给力！,2025-11-09 03:00:35,2025-11-09,微信,178,86,5
comment_004548,user_00276,这个经典老歌很精彩，单曲循环了。,2025-11-09 03:52:25,2025-11-09,腾讯视频,1000,396,301
comment_002975,user_00454,这个策略游戏很糟心，玩得很生气。,2025-11-09 06:07:56,2025-11-09,微博,55,3,11
comment_005336,user_00292,这个系统很糟，体验很差。,2025-11-09 06:33:45,2025-11-09,优酷,61,1,11
comment_001521,user_00940,这本杂志很喜欢，值得一读。,2025-11-09 06:39:10,2025-11-09,今日头条,904,246,174
comment_005553,user_00064,终于毕业了了，结果太差劲了！,2025-11-09 06:48:33,2025-11-09,百度贴吧,59,5,19
comment_001355,user_00006,这部历史片很惊艳，看得很开心。,2025-11-09 10:30:05,2025-11-09,爱奇艺,273,91,83
comment_000225,user_00047,这个开发工具普通，能用但有缺陷。,2025-11-09 11:11:15,2025-11-09,抖音,491,135,120
comment_001641,user_00592,这个这个方法很满意，很有创意。,2025-11-09 11:12:07,2025-11-09,西瓜视频,785,254,20
comment_003688,user_00788,这个这个猜想很无聊，很糟糕。,2025-11-09 11:50:41,2025-11-09,小红书,20,2,5
comment_003188,user_00502,今天的汉堡普通，没什么亮点。,2025-11-09 11:59:46,2025-11-09,腾讯视频,359,168,75
comment_003118,user_00722,今天的快餐很失望，不推荐。,2025-11-09 12:07:35,2025-11-09,火山小视频,70,27,22
comment_000079,user_00093,这个这个方案很好，很有创意。,2025-11-09 13:49:36,2025-11-09,映客,669,263,126
comment_003465,user_00325,这个这个创意很无聊，很糟糕。,2025-11-09 14:22:11,2025-11-09,优酷,54,9,18
comment_000557,user_00088,这个公司中规中矩，表现平平。,2025-11-09 18:19:41,2025-11-09,爱奇艺,299,0,81
comment_000733,user_00321,这个电子音乐一般，听过就忘了。,2025-11-09 21:09:27,2025-11-09,快手,242,41,32
comment_005056,user_00234,今天天气很糟糕，影响了计划。,2025-11-10 00:39:07,2025-11-10,今日头条,28,0,1
comment_004269,user_00223,这个这个设计很讨厌，很糟糕。,2025-11-10 01:30:49,2025-11-10,小红书,52,9,10
comment_002941,user_00995,礼包普通，收了但没惊喜。,2025-11-10 03:21:06,2025-11-10,火山小视频,328,79,37
comment_001111,user_00711,生了宝宝平淡，可有可无。,2025-11-10 04:12:47,2025-11-10,快手,131,28,10
comment_003993,user_00606,这支乐队很满意，表现出色！,2025-11-10 05:36:03,2025-11-10,爱奇艺,581,227,2
comment_003474,user_00343,今天天气很赞，适合去了公园。,2025-11-10 05:37:31,2025-11-10,芒果TV,736,318,170
comment_002967,user_00299,终于完成了项目了，很喜欢！,2025-11-10 06:04:38,2025-11-10,芒果TV,244,54,71
comment_004803,user_00851,今天的披萨太差劲了，不推荐。,2025-11-10 06:38:16,2025-11-10,映客,18,6,2
comment_004629,user_00767,这部电影很给力，看得很开心。,2025-11-10 07:43:50,2025-11-10,百度贴吧,938,426,198
comment_004436,user_00410,这个这个设计一般般，没什么感觉。,2025-11-10 09:23:06,2025-11-10,微信,65,4,16
comment_002432,user_00565,通过了考试很生气，浪费时间。,2025-11-10 10:45:07,2025-11-10,芒果TV,38,1,5
comment_003384,user_00685,终于升职了了，很精彩！,2025-11-10 10:46:49,2025-11-10,抖音,466,191,97
comment_002330,user_00491,这个EP平淡，听过就忘了。,2025-11-10 11:36:56,2025-11-10,抖音,156,71,28
comment_000284,user_00391,这个安全性很满意，解决了我的问题。,2025-11-10 13:46:19,2025-11-10,爱奇艺,485,235,137
comment_003325,user_00299,这款主机游戏很糟糕，玩得很生气。,2025-11-10 14:33:18,2025-11-10,快手,3,1,0
comment_003512,user_00411,这个团队很赞，表现出色！,2025-11-10 18:06:46,2025-11-10,豆瓣,625,28,179
comment_005119,user_00910,这个包装很烦人，没解决我的问题。,2025-11-10 19:35:56,2025-11-10,今日头条,48,14,0
comment_003120,user_00912,终于买了新车了，很出色！,2025-11-10 20:46:58,2025-11-10,映客,934,107,70
comment_004311,user_00538,这本杂志很好，值得一读。,2025-11-10 22:09:25,2025-11-10,优酷,716,191,85
comment_003369,user_00370,这位律师太很喜欢了，支持！,2025-11-10 22:31:49,2025-11-10,微信,541,233,114
comment_004345,user_00665,这位设计师的表现寻常，一般般。,2025-11-11 00:07:16,2025-11-11,小红书,257,115,27
comment_002112,user_00659,这部小说很开心，值得一读。,2025-11-11 01:07:56,2025-11-11,小红书,257,41,72
comment_004484,user_00221,这个产品真的很棒，很满意！,2025-11-11 04:03:43,2025-11-11,秒拍,954,79,21
comment_000301,user_00368,今天天气很喜欢，适合去了公园。,2025-11-11 07:05:24,2025-11-11,知乎,634,101,56
comment_005593,user_00582,这本哲学书太棒了，值得一读。,2025-11-11 08:07:03,2025-11-11,抖音,636,273,14
comment_003160,user_00644,这个流行歌普通，听过就忘了。,2025-11-11 08:26:17,2025-11-11,豆瓣,249,37,38
comment_002724,user_00466,今天的日料很失望，不推荐。,2025-11-11 13:14:35,2025-11-11,小红书,6,2,0
comment_005565,user_00512,这个开发工具普通，能用但有缺陷。,2025-11-11 13:42:13,2025-11-11,美拍,415,63,43
comment_000041,user_00285,这个网红太很糟了，很失望。,2025-11-11 13:44:27,2025-11-11,小红书,25,8,5
comment_005547,user_00598,这个电子音乐很糟糕，听了一遍就不想再听。,2025-11-11 13:47:12,2025-11-11,小红书,42,11,13
comment_003589,user_00514,这本文学书很烂，不值得读。,2025-11-11 14:02:12,2025-11-11,微信,28,2,6
comment_001110,user_00275,这本期刊很烂，不值得读。,2025-11-11 15:41:44,2025-11-11,抖音,62,25,11
comment_000521,user_00149,新的冰箱很无聊，性价比很低。,2025-11-11 18:09:25,2025-11-11,微博,68,17,8
comment_003223,user_00840,这本随笔没什么特别，可读可不读。,2025-11-11 20:17:45,2025-11-11,爱奇艺,272,49,59
comment_001021,user_00139,这位作家太很出色了，支持！,2025-11-11 22:13:05,2025-11-11,小红书,336,96,100
comment_004511,user_00512,美团的服务很满意，很满意。,2025-11-11 22:37:00,2025-11-11,百度贴吧,255,96,75
comment_004814,user_00010,赠品很满意，收到很开心。,2025-11-11 23:30:20,2025-11-11,小红书,400,68,85
comment_001508,user_00105,这个组合一般，听过就忘了。,2025-11-12 04:48:06,2025-11-12,秒拍,344,64,44
comment_001639,user_00833,这个安全性很不爽，没解决我的问题。,2025-11-12 05:50:33,2025-11-12,映客,26,10,8
comment_005672,user_00539,这个APP很满意，体验很好。,2025-11-12 10:21:41,2025-11-12,抖音,416,111,13
comment_001879,user_00339,这个产品真的很棒，很完美！,2025-11-12 10:27:15,2025-11-12,快手,893,408,216
comment_002868,user_00419,星巴克的服务很失望，太差劲了。,2025-11-12 12:12:48,2025-11-12,微博,2,1,0
comment_005419,user_00892,网约车服务很精彩，五星好评！,2025-11-12 13:42:44,2025-11-12,小咖秀,702,190,229
comment_005021,user_00519,这位歌手太很完美了，支持！,2025-11-12 16:59:40,2025-11-12,豆瓣,852,59,264
comment_004003,user_00967,这个产品真的很棒，很优秀！,2025-11-12 17:16:08,2025-11-12,快手,729,263,124
comment_000205,user_00439,这个演员太很精彩了，支持！,2025-11-12 19:25:37,2025-11-12,西瓜视频,34,10,1
comment_005846,user_00172,物流服务中规中矩，基本满足需求。,2025-11-12 22:20:25,2025-11-12,豆瓣,401,74,49
comment_005952,user_00813,这个产品真的很棒，很完美！,2025-11-12 23:07:15,2025-11-12,腾讯视频,54,15,15
comment_002879,user_01000,这个体育游戏很讨厌，玩得很生气。,2025-11-12 23:26:14,2025-11-12,小红书,86,31,0
comment_003531,user_00588,去了新地方平淡，可有可无。,2025-11-13 01:46:45,2025-11-13,B站,169,71,29
comment_005820,user_00561,这个开发工具很优秀，体验很好。,2025-11-13 09:28:20,2025-11-13,微信,194,55,52
comment_005403,user_00269,慰问礼物很讨厌，收到很不开心。,2025-11-13 11:17:18,2025-11-13,西瓜视频,91,37,25
comment_001540,user_00108,这个手感没什么特别，可用但不常用。,2025-11-13 13:09:05,2025-11-13,百度贴吧,92,28,15
comment_001246,user_00302,完成了项目了，没什么特别的感觉。,2025-11-13 15:41:59,2025-11-13,火山小视频,173,50,52
comment_003149,user_00679,这部电视剧很喜欢，看得很开心。,2025-11-13 16:02:07,2025-11-13,芒果TV,75,26,19
comment_002323,user_00248,找到了工作一般化，可有可无。,2025-11-13 17:10:53,2025-11-13,快手,446,82,19
comment_004601,user_00183,毕业礼物很给力，收到很开心。,2025-11-13 21:40:47,2025-11-13,优酷,14,3,4
comment_003609,user_00532,这个工程师太很不爽了，很失望。,2025-11-14 02:22:39,2025-11-14,微博,45,21,11
comment_005368,user_00684,今天的寿司很讨厌，不推荐。,2025-11-14 03:15:38,2025-11-14,芒果TV,76,20,14
comment_005159,user_00201,升职礼物很糟，收到很不开心。,2025-11-14 09:14:00,2025-11-14,腾讯视频,9,4,3
comment_005844,user_00501,找到了工作很完美，很有意义。,2025-11-14 09:15:39,2025-11-14,爱奇艺,346,56,81
comment_003713,user_00693,这本文学书没什么特别，可读可不读。,2025-11-14 16:29:55,2025-11-14,小咖秀,269,113,85
comment_003014,user_00407,这个小程序很糟心，体验很差。,2025-11-14 16:39:06,2025-11-14,小红书,64,6,3
comment_003260,user_00098,去了新地方很烦人，浪费时间。,2025-11-14 18:26:18,2025-11-14,知乎,29,13,5
comment_001259,user_00326,这个体育游戏没什么特别，玩了但没上瘾。,2025-11-14 19:07:31,2025-11-14,B站,60,21,13
comment_004158,user_00291,这个政治家的表现一般般，一般般。,2025-11-14 19:57:26,2025-11-14,百度贴吧,288,60,44
comment_003048,user_00450,这个设计软件很满意，体验很好。,2025-11-14 21:30:22,2025-11-14,优酷,48,10,13
comment_000189,user_00803,这个销售组很满意，表现出色！,2025-11-14 23:55:07,2025-11-14,抖音,559,108,37
comment_005708,user_00449,新的投影仪很出色，性价比很高。,2025-11-14 23:58:49,2025-11-14,腾讯视频,74,11,19
comment_002182,user_00851,今天的咖啡很差，不推荐。,2025-11-15 00:05:36,2025-11-15,抖音,40,6,12
comment_002262,user_00071,这个体育馆很完美，下次还要来。,2025-11-15 02:59:27,2025-11-15,抖音,681,48,66
comment_001357,user_00677,今天的日料很给力，推荐大家尝试。,2025-11-15 03:53:34,2025-11-15,B站,950,124,181
comment_001401,user_00855,退休礼物普通，收了但没惊喜。,2025-11-15 04:16:19,2025-11-15,美拍,273,85,54
comment_003982,user_00930,这个市场组很讨厌，表现很差！,2025-11-15 05:56:21,2025-11-15,秒拍,22,5,1
comment_001469,user_00818,这个应用很赞，体验很好。,2025-11-15 11:06:37,2025-11-15,今日头条,147,32,42
comment_004739,user_00115,这本艺术书很优秀，值得一读。,2025-11-15 11:19:39,2025-11-15,B站,114,52,2
comment_003126,user_00192,获得了奖项很满意，很有意义。,2025-11-15 14:35:09,2025-11-15,秒拍,516,160,66
comment_002032,user_00298,这个滑雪场一般，和预期差不多。,2025-11-15 18:34:03,2025-11-15,优酷,247,104,60
comment_004832,user_00709,新的扫地机器人一般化，能用但不算好。,2025-11-15 18:36:50,2025-11-15,西瓜视频,55,6,9
comment_003507,user_00344,百度的服务很给力，很满意。,2025-11-15 21:00:53,2025-11-15,映客,46,5,2
comment_000731,user_00851,这个客服组很出色，表现出色！,2025-11-15 23:08:00,2025-11-15,爱奇艺,115,21,12
comment_002173,user_00339,这支乐队中规中矩，表现平平。,2025-11-16 00:35:43,2025-11-16,西瓜视频,223,54,46
comment_003109,user_00708,拿到了奖金普通，可有可无。,2025-11-16 01:07:19,2025-11-16,百度贴吧,191,10,15
comment_004958,user_00236,今天的火锅很不爽，不推荐。,2025-11-16 01:08:07,2025-11-16,微博,0,0,0
comment_001356,user_00374,腾讯的服务太棒了，很满意。,2025-11-16 01:24:58,2025-11-16,爱奇艺,347,48,58
comment_001350,user_00558,这位作家太很烂了，很失望。,2025-11-16 02:17:36,2025-11-16,芒果TV,6,3,1
comment_003557,user_00798,今天参加了聚会，一切正常。,2025-11-16 10:42:08,2025-11-16,映客,120,24,29
comment_001893,user_00088,这个材质很精彩，解决了我的问题。,2025-11-16 11:13:43,2025-11-16,优酷,856,26,49
comment_002104,user_00729,终于升职了了，很棒！,2025-11-16 11:34:31,2025-11-16,映客,899,187,282
comment_000643,user_00334,这个博物馆太棒了，下次还要来。,2025-11-16 14:32:03,2025-11-16,小红书,558,100,83
comment_005813,user_00451,这个公司很烂，表现很差！,2025-11-16 16:39:27,2025-11-16,小咖秀,59,11,14
comment_004842,user_00069,京东的服务很糟糕，太差劲了。,2025-11-16 16:47:11,2025-11-16,火山小视频,84,4,18
comment_005108,user_00460,新的投影仪很失望，性价比很低。,2025-11-16 18:33:50,2025-11-16,B站,66,20,15
comment_004747,user_00602,这个图书馆很糟，下次不会来了。,2025-11-16 19:34:16,2025-11-16,微博,12,6,2
comment_005799,user_00994,这个教练太很好了，支持！,2025-11-16 20:20:58,2025-11-16,知乎,540,259,8
comment_003096,user_00296,这个颜色很生气，没解决我的问题。,2025-11-17 02:11:56,2025-11-17,今日头条,94,10,30
comment_001219,user_00337,这个研发组很糟糕，表现很差！,2025-11-17 03:20:49,2025-11-17,美拍,11,1,0
comment_002155,user_00814,这个景区很烂，下次不会来了。,2025-11-17 04:06:10,2025-11-17,小咖秀,35,17,10
comment_002035,user_00159,这个导航软件太棒了，体验很好。,2025-11-17 07:41:16,2025-11-17,美拍,816,192,96
comment_004594,user_00558,今天的奶茶很惊艳，推荐大家尝试。,2025-11-17 08:38:06,2025-11-17,秒拍,37,18,8
comment_003074,user_00707,认识了新朋友很糟，浪费时间。,2025-11-17 09:11:24,2025-11-17,快手,11,4,1
comment_004357,user_00739,新的扫地机器人很糟，性价比很低。,2025-11-17 09:43:50,2025-11-17,微信,37,2,1
comment_000141,user_00361,酒店服务很棒，五星好评！,2025-11-17 10:10:22,2025-11-17,豆瓣,893,390,202
comment_005001,user_00610,微软的服务很满意，很满意。,2025-11-17 11:24:58,2025-11-17,映客,896,340,77
comment_000449,user_00123,这个这个提议没什么特别，没什么感觉。,2025-11-17 13:17:46,2025-11-17,百度贴吧,210,1,28
comment_004263,user_00311,终于收到快递了，很棒！,2025-11-17 13:45:33,2025-11-17,今日头条,372,163,27
comment_005063,user_00956,终于退休了了，很好！,2025-11-17 14:01:00,2025-11-17,腾讯视频,819,139,69
comment_005685,user_00006,这个产品真的很棒，很优秀！,2025-11-17 14:54:08,2025-11-17,优酷,566,4,57
comment_001666,user_00975,纪念品太棒了，收到很开心。,2025-11-17 17:15:19,2025-11-17,B站,840,13,217
comment_000699,user_00668,这个产品真的很差，很讨厌！,2025-11-17 17:48:46,2025-11-17,微信,3,0,0
comment_005068,user_00536,安装服务没什么特别，基本满足需求。,2025-11-17 19:04:13,2025-11-17,小咖秀,103,16,20
comment_004791,user_00218,这本期刊平淡，可读可不读。,2025-11-17 19:57:14,2025-11-17,微信,421,56,139
comment_000507,user_00571,这个公司没什么特别，表现平平。,2025-11-17 20:39:39,2025-11-17,B站,118,34,8
comment_001348,user_00729,这个这个看法没什么特别，没什么感觉。,2025-11-17 21:56:02,2025-11-17,爱奇艺,330,99,108
comment_000885,user_00257,新的投影仪很糟糕，性价比很低。,2025-11-17 22:12:00,2025-11-17,西瓜视频,87,35,24
comment_002966,user_00869,新的投影仪一般，能用但不算好。,2025-11-18 00:29:38,2025-11-18,百度贴吧,228,66,59
comment_004987,user_00119,这个这个思路很满意，很有创意。,2025-11-18 03:26:17,2025-11-18,今日头条,819,66,168
comment_002235,user_00330,这个音乐节一般，听过就忘了。,2025-11-18 03:34:25,2025-11-18,今日头条,289,15,3
comment_001842,user_00981,这个兼容性很糟，没解决我的问题。,2025-11-18 04:15:44,2025-11-18,小咖秀,58,29,17
comment_002513,user_00630,今天的麻辣烫很优秀，推荐大家尝试。,2025-11-18 07:00:48,2025-11-18,小红书,733,132,47
comment_005836,user_00170,新的相机一般，能用但不算好。,2025-11-18 08:01:31,2025-11-18,美拍,103,34,5
comment_000125,user_00236,今天逛了商场，一切正常。,2025-11-18 08:21:27,2025-11-18,腾讯视频,149,14,8
comment_005575,user_00525,京东的服务很满意，很满意。,2025-11-18 08:46:46,2025-11-18,腾讯视频,53,0,16
comment_002346,user_00261,阿里的服务很好，很满意。,2025-11-18 09:39:19,2025-11-18,B站,70,0,17
comment_005834,user_00091,今天看了直播，一切正常。,2025-11-18 09:51:20,2025-11-18,百度贴吧,343,42,76
comment_004232,user_00114,今天的韩餐很不爽，不推荐。,2025-11-18 13:03:20,2025-11-18,优酷,77,2,0
comment_003748,user_00269,这支球队太棒了，表现出色！,2025-11-18 13:05:57,2025-11-18,今日头条,275,131,64
comment_004564,user_00983,升职礼物很糟糕，收到很不开心。,2025-11-18 13:19:09,2025-11-18,小红书,0,0,0
comment_002822,user_00782,这个产品真的很棒，很优秀！,2025-11-18 14:09:05,2025-11-18,小红书,121,39,17
comment_001684,user_00145,这个养成游戏普通，玩了但没上瘾。,2025-11-18 14:46:25,2025-11-18,抖音,123,5,32
comment_000947,user_00717,这个EP很给力，单曲循环了。,2025-11-18 16:01:00,2025-11-18,今日头条,914,105,68
comment_003229,user_00229,这个音乐厅很优秀，下次还要来。,2025-11-18 17:36:17,2025-11-18,优酷,245,91,48
comment_004264,user_00568,收到快递一般化，可有可无。,2025-11-18 19:58:52,2025-11-18,百度贴吧,69,2,6
comment_005422,user_00844,华为的服务很赞，很满意。,2025-11-18 22:30:39,2025-11-18,微信,475,102,97
comment_004689,user_00374,这个这个结论很不爽，很糟糕。,2025-11-18 22:35:54,2025-11-18,火山小视频,82,1,16
comment_002952,user_00338,这个研发组很完美，表现出色！,2025-11-18 23:59:04,2025-11-18,B站,744,179,219
comment_004235,user_00165,这个剧院很糟，下次不会来了。,2025-11-19 00:18:50,2025-11-19,知乎,100,8,30
comment_005251,user_00581,这位艺术家的表现中规中矩，一般般。,2025-11-19 00:25:14,2025-11-19,爱奇艺,365,147,58
comment_000534,user_00192,今天逛了超市，很不爽，很失望。,2025-11-19 00:40:09,2025-11-19,芒果TV,66,30,3
comment_002852,user_00458,礼券普通，收了但没惊喜。,2025-11-19 00:56:55,2025-11-19,小红书,373,100,26
comment_002922,user_00156,今天吃了火锅，很满意。,2025-11-19 01:20:26,2025-11-19,知乎,561,104,71
comment_005438,user_00136,今天天气很糟，影响了计划。,2025-11-19 04:09:09,2025-11-19,芒果TV,31,13,7
comment_005035,user_00638,新的投影仪很优秀，性价比很高。,2025-11-19 07:01:54,2025-11-19,映客,290,59,72
comment_003892,user_00242,这个策略游戏很给力，玩得很尽兴。,2025-11-19 08:11:56,2025-11-19,美拍,244,5,1
comment_001277,user_00584,去了新地方一般，可有可无。,2025-11-19 13:17:16,2025-11-19,美拍,204,65,1
comment_002209,user_00955,今天天气很糟糕，影响了计划。,2025-11-19 15:33:50,2025-11-19,优酷,85,3,20
comment_005654,user_00659,这个意见没什么特别，没什么特别的。,2025-11-19 16:43:12,2025-11-19,小红书,11,2,1
comment_003341,user_00540,这个游泳池平平，和预期差不多。,2025-11-19 19:28:23,2025-11-19,优酷,155,0,37
comment_005570,user_00543,这个公园很好，下次还要来。,2025-11-19 19:29:34,2025-11-19,西瓜视频,706,46,58
comment_001482,user_00660,这个博物馆一般，和预期差不多。,2025-11-19 19:58:55,2025-11-19,知乎,214,27,29
comment_001133,user_00955,终于毕业了了，结果很失望！,2025-11-20 00:46:06,2025-11-20,百度贴吧,55,5,9
comment_004990,user_00703,这个学习软件很给力，体验很好。,2025-11-20 03:10:53,2025-11-20,B站,26,10,6
comment_003367,user_00079,新的充电宝很失望，性价比很低。,2025-11-20 04:05:39,2025-11-20,豆瓣,14,7,2
comment_005149,user_00768,这本文学书普通，可读可不读。,2025-11-20 04:45:44,2025-11-20,快手,389,56,126
comment_005154,user_00194,生日礼物很糟，收到很不开心。,2025-11-20 05:05:57,2025-11-20,小咖秀,69,10,11
comment_000566,user_00908,这个经典老歌很给力，单曲循环了。,2025-11-20 05:12:52,2025-11-20,映客,693,342,89
comment_002249,user_00189,这部家庭片很优秀，看得很开心。,2025-11-20 06:26:22,2025-11-20,今日头条,117,20,4
comment_004149,user_00013,维修服务很烂，一星差评！,2025-11-20 06:49:16,2025-11-20,芒果TV,5,2,1
comment_002687,user_00160,这个古典很讨厌，听了一遍就不想再听。,2025-11-20 14:51:36,2025-11-20,快手,98,6,6
comment_002656,user_00843,今天天气很糟糕，影响了计划。,2025-11-20 14:55:56,2025-11-20,爱奇艺,51,2,3
comment_000832,user_00055,终于完成了任务了，很惊艳！,2025-11-20 16:43:36,2025-11-20,芒果TV,505,205,143
comment_002705,user_00646,找到了工作很糟，浪费时间。,2025-11-20 18:12:44,2025-11-20,百度贴吧,62,13,3
comment_004858,user_00197,今天天气很喜欢，适合吃了火锅。,2025-11-20 19:30:05,2025-11-20,抖音,287,121,53
comment_001759,user_00893,这个博物馆很给力，下次还要来。,2025-11-20 20:08:56,2025-11-20,小咖秀,238,77,27
comment_003296,user_00765,获得了奖项了，没什么特别的感觉。,2025-11-20 22:32:50,2025-11-20,微博,331,3,12
comment_001577,user_00339,这个体育馆平平，和预期差不多。,2025-11-21 00:54:57,2025-11-21,小咖秀,36,12,11
comment_005841,user_00968,这个乐队一般般，听过就忘了。,2025-11-21 04:47:16,2025-11-21,微博,81,29,25
comment_004181,user_00225,这个养成游戏一般化，玩了但没上瘾。,2025-11-21 09:19:06,2025-11-21,腾讯视频,273,108,72
comment_003193,user_00476,奖品很不爽，收到很不开心。,2025-11-21 09:36:54,2025-11-21,优酷,95,28,22
comment_003302,user_00852,这本教育书很差，不值得读。,2025-11-21 12:10:32,2025-11-21,爱奇艺,99,47,33
comment_002024,user_00635,新的洗衣机平淡，能用但不算好。,2025-11-21 15:13:31,2025-11-21,秒拍,177,50,51
comment_002798,user_00338,这个产品真的很棒，很精彩！,2025-11-21 15:45:27,2025-11-21,豆瓣,240,99,54
comment_001312,user_00060,今天的披萨很棒，推荐大家尝试。,2025-11-21 16:07:02,2025-11-21,小咖秀,502,192,86
comment_002899,user_00723,这个公司很惊艳，表现出色！,2025-11-21 17:15:27,2025-11-21,腾讯视频,701,128,223
comment_001025,user_00729,这部青春片很给力，看得很开心。,2025-11-21 20:26:13,2025-11-21,秒拍,654,114,44
comment_004846,user_00204,这个运动员太很完美了，支持！,2025-11-21 21:22:15,2025-11-21,微信,915,183,270
comment_001092,user_00189,这个博物馆平淡，和预期差不多。,2025-11-21 22:25:49,2025-11-21,知乎,498,33,152
comment_005546,user_00288,完成了项目很糟，浪费时间。,2025-11-22 00:11:31,2025-11-22,百度贴吧,56,3,3
comment_000605,user_00673,这部古装剧很好，看得很开心。,2025-11-22 00:23:17,2025-11-22,美拍,273,89,4
comment_001958,user_00138,这个设计很赞，解决了我的问题。,2025-11-22 00:38:33,2025-11-22,豆瓣,574,32,34
comment_003883,user_00947,奖品很烦人，收到很不开心。,2025-11-22 01:23:55,2025-11-22,优酷,13,4,4
comment_004222,user_00883,这个队伍很糟，表现很差！,2025-11-22 01:38:15,2025-11-22,小红书,3,1,1
comment_004195,user_00578,认识了新朋友很糟，浪费时间。,2025-11-22 01:43:09,2025-11-22,映客,43,1,8
comment_004050,user_00109,这本心理学书一般般，可读可不读。,2025-11-22 03:11:21,2025-11-22,小红书,373,51,112
comment_004667,user_00838,完成了任务了，没什么特别的感觉。,2025-11-22 12:57:13,2025-11-22,优酷,260,127,84
